,key_0,Wiki_ID,tconst,Freebase_ID,movie,release_date,genres,countries,Ratio_Female_to_Total,num_female,num_male,languages,total_gross,gross,ratio_of_home_country,country,Region,treatment_region,n_languages,n_countries,propensity_score
3263,"('United States of America', 'Canada')",2824791,tt0450314,/m/0851xq,punisher: war zone,2008.0,"['Crime Fiction', 'Thriller', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Drama', 'Action Thrillers', 'Action']","['United States of America', 'Canada', 'Germany']",0.1,1.0,9.0,['English'],10161493.0,8050977.0,0.7923025681363949,"['United States of America', 'Canada']",North America,0,1,3,0.14856679571196563
6196,"('France',)",13582675,tt0884335,/m/03cb2yw,chrysalis,2007.0,"['Action/Adventure', 'Thriller', 'Science Fiction', 'Action', 'World cinema']",['France'],0.6666666666666666,6.0,3.0,['French'],1189133.0,1119661.0,0.9415776031781138,['France'],Europe,1,1,1,0.12544976758228776
3938,"('United States of America', 'Canada')",4078865,tt0490204,/m/02hwd1n,reign over me,2007.0,"['Buddy film', 'Family Film', 'Family Drama', 'Drama', 'Tragedy']",['United States of America'],0.4666666666666667,7.0,8.0,['English'],22242388.0,19661987.0,0.8839872319464979,"['United States of America', 'Canada']",North America,0,1,1,0.12544976758228776
5840,"('Switzerland',)",11496314,tt0478829,/m/02rfv_r,vitus,2006.0,"['Family Drama', 'Drama', 'World cinema']",['Switzerland'],0.0,0.0,2.0,"['Swiss German', 'English', 'German']",6079556.0,2993096.0,0.49232147873956583,['Switzerland'],Europe,1,3,1,0.12944197010794845
2604,"('India',)",2018546,tt0432637,/m/06fgpf,krrish,2006.0,"['Science Fiction', 'Adventure', 'World cinema', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Musical', 'Romance Film', 'Action']",['India'],0.45454545454545453,5.0,6.0,"['Hindi', 'English', 'Standard Cantonese']",18041250.0,15200000.0,0.8425136839187972,['India'],Asia,0,3,1,0.12944197010794845
5466,"('United Kingdom',)",9141521,tt0892899,/m/027z5g8,outpost,2008.0,"['Horror', 'Action', 'Drama', 'Slasher']","['United Kingdom', 'Scotland']",0.0,0.0,6.0,['English'],463377.0,146104.0,0.31530265852642664,['United Kingdom'],Europe,1,1,2,0.13876020399905115
5670,"('United States of America', 'Canada', 'United Kingdom')",10353968,tt0970468,/m/02q97r9,miss pettigrew lives for a day,2008.0,"['Romantic comedy', 'Period piece', 'Comedy']","['United States of America', 'United Kingdom']",0.5714285714285714,8.0,6.0,['English'],16724933.0,13169484.0,0.7874162485434171,"['United States of America', 'Canada', 'United Kingdom']",,0,1,2,0.13876020399905115
3696,"('France',)",3534336,tt0428856,/m/09j_4w,la moustache,2005.0,"['Drama', 'World cinema']",['France'],0.3333333333333333,2.0,4.0,['French'],2314847.0,1830974.0,0.790969770356313,['France'],Europe,1,1,1,0.11766990042882075
2516,"('United States of America', 'Canada')",1889426,tt0373469,/m/063_j5,kiss kiss bang bang,2005.0,"['LGBT', 'Crime Fiction', 'Parody', 'Detective', 'Action/Adventure', 'Mystery', 'Thriller', 'Comedy', 'Crime Thriller', 'Black comedy', 'Action', 'Film noir', 'Neo-noir']",['United States of America'],0.3333333333333333,5.0,10.0,['English'],15785148.0,4243756.0,0.26884486607284264,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
6965,"('Denmark',)",19999681,tt0257930,/m/04y93lc,monas verden,2001.0,['Comedy'],['Denmark'],0.3333333333333333,1.0,2.0,['Danish'],592858.0,592858.0,1.0,['Denmark'],Europe,1,1,1,0.10335963270907067
108,"('United States of America', 'Canada')",57820,tt0246578,/m/0fvr1,donnie darko,2001.0,"['Thriller', 'Science Fiction', 'Indie', 'Doomsday film', 'Tragedy', 'Comedy-drama', 'Psychological thriller', 'Mystery', 'Period piece', 'Satire', 'Fantasy', 'Drama', 'Coming of age', 'Time travel', 'Teen']",['United States of America'],0.5,8.0,8.0,['English'],7081565.0,1478493.0,0.2087805449784052,"['United States of America', 'Canada']",North America,0,1,1,0.10335963270907067
7422,"('United Kingdom',)",23750252,tt1341167,/m/06znwky,four lions,2010.0,"['Parody', 'Satire', 'Drama', 'Comedy', 'Political cinema', 'Black comedy']",['United Kingdom'],0.1111111111111111,2.0,16.0,['English'],6149356.0,3705570.0,0.6025948083018775,['United Kingdom'],Europe,1,1,1,0.13794235190038834
7257,"('United States of America', 'Canada')",22540979,tt1361313,/m/05zxnr3,the extra man,2010.0,"['LGBT', 'Film adaptation', 'Drama', 'Indie', 'Comedy']",['United States of America'],0.46153846153846156,6.0,7.0,['English'],649626.0,453377.0,0.6979046405162355,"['United States of America', 'Canada']",North America,0,1,1,0.13794235190038834
7824,"('Norway',)",26407896,tt1255956,/m/0bbvncy,vegas,2009.0,['Drama'],['Norway'],,,,['Norwegian'],657033.0,657033.0,1.0,['Norway'],Europe,1,1,1,0.13366608507984354
3365,"('United States of America', 'Canada')",2982688,tt0458525,/m/08hmch,x-men origins: wolverine,2009.0,"['Thriller', 'Action Thrillers', 'Science Fiction', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Action']",['United States of America'],0.15384615384615385,2.0,11.0,['English'],359779428.0,179883157.0,0.4999817749446197,"['United States of America', 'Canada']",North America,0,1,1,0.13366608507984354
8612,"('United Kingdom',)",34051386,tt1819513,/m/0hr79r9,dreams of a life,2011.0,"['Crime Fiction', 'Mystery', 'Drama', 'Documentary']","['Ireland', 'United Kingdom']",0.36363636363636365,4.0,7.0,['English'],291898.0,283493.0,0.9712056951400831,['United Kingdom'],Europe,1,1,2,0.15234737249929575
7752,"('United States of America', 'Canada', 'France')",25920477,tt0945513,/m/0b6lqyd,source code,2011.0,"['Thriller', 'Science Fiction', 'Action/Adventure', 'Mystery', 'Drama', 'Suspense', 'Action']","['France', 'United States of America']",0.23529411764705882,4.0,13.0,['English'],139987265.0,61268899.0,0.4376748056332124,"['United States of America', 'Canada', 'France']",,0,1,2,0.15234737249929575
7476,"('Spain',)",24044707,tt0430454,/m/04j0zgr,el penalti mas largo del mundo,2005.0,"['Sports', 'Comedy', 'World cinema']",['Spain'],0.2,1.0,4.0,['Spanish'],6378562.0,6378562.0,1.0,['Spain'],Europe,1,1,1,0.11766990042882075
1855,"('United States of America', 'Canada')",1194084,tt0371606,/m/04g73n,chicken little,2005.0,"['Science Fiction', 'Adventure', 'Computer Animation', 'Animation', 'Comedy', 'Family Film']",['United States of America'],0.19230769230769232,5.0,21.0,['English'],296280829.0,135386665.0,0.4569538483369101,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
8302,"('United Kingdom',)",31014465,tt1441952,/m/0ggbfwf,salmon fishing in the yemen,2011.0,"['Romance Film', 'Drama', 'Comedy']",['United Kingdom'],0.3333333333333333,6.0,12.0,"['English', 'American English']",33645862.0,9562192.0,0.28420112999334063,['United Kingdom'],Europe,1,2,1,0.1468058717980621
7703,"('United States of America', 'Canada')",25595854,tt1436562,/m/08521z1,rio,2011.0,"['Adventure', 'Computer Animation', 'Animation', 'Musical', 'Comedy', 'Family Film']",['United States of America'],0.23529411764705882,4.0,13.0,"['Portuguese', 'English']",451702201.0,143619809.0,0.31795242237484694,"['United States of America', 'Canada']",North America,0,2,1,0.1468058717980621
4236,"('Netherlands',)",4725285,tt0314620,/m/0ck6_4,de schippers van de kameleon,2003.0,"['Family Film', 'Adventure']",['Netherlands'],,,,['Dutch'],4649322.0,4649322.0,1.0,['Netherlands'],Europe,1,1,1,0.11031165084496192
1059,"('United States of America', 'Canada')",598346,tt0342172,/m/02t_4n,capturing the friedmans,2003.0,"['Crime Fiction', 'Culture & Society', 'Biography', 'Law & Crime', 'Mystery', 'Interpersonal Relationships', 'Family & Personal Relationships', 'Documentary']",['United States of America'],0.0,0.0,1.0,['English'],3709868.0,3119113.0,0.8407611807212547,"['United States of America', 'Canada']",North America,0,1,1,0.11031165084496192
8702,"('France',)",35002689,tt1332664,/m/0j65tyn,"amour, sexe et mobylette",2008.0,['Documentary'],"['France', 'Italy', 'Burkina Faso', 'Germany']",,,,['French'],9976.0,9976.0,1.0,['France'],Europe,1,1,4,0.15893854637629928
3463,"('United States of America', 'Canada', 'United Kingdom', 'Germany', 'South Africa')",3119257,tt0483607,/m/08sp55,doomsday,2008.0,"['Thriller', 'Science Fiction', 'Doomsday film', 'Plague', 'Action/Adventure', 'Disaster', 'Action']","['United States of America', 'South Africa', 'United Kingdom', 'Germany']",0.15384615384615385,2.0,11.0,['English'],22472631.0,13198849.0,0.5873299392492138,"['United States of America', 'Canada', 'United Kingdom', 'Germany', 'South Africa']",,0,1,4,0.15893854637629928
1790,"('United States of America', 'Canada', 'Italy', 'Germany', 'France', 'United Kingdom', 'Netherlands')",1138675,tt0346491,/m/049mql,alexander,2004.0,"['LGBT', 'Biography', 'Adventure', 'Costume drama', 'History', 'Action/Adventure', 'Period piece', 'Drama', 'War film', 'Romance Film', 'Action']","['United States of America', 'France', 'Italy', 'United Kingdom', 'Germany', 'Netherlands']",0.1111111111111111,3.0,24.0,['English'],159061319.0,71426096.0,0.44904755253538414,"['United States of America', 'Canada', 'Italy', 'Germany', 'France', 'United Kingdom', 'Netherlands']",,0,1,6,0.16078135285704656
7281,"('France',)",22700623,tt1014762,/m/05zmnq3,home,2009.0,"['Drama', 'World cinema', 'Documentary']",['France'],0.3333333333333333,1.0,2.0,"['Dutch', 'English', 'Spanish', 'French', 'Russian', 'Kurdish language', 'German']",1856993.0,1357466.0,0.7310022170250507,['France'],Europe,1,7,1,0.1608523379452157
7936,"('United Kingdom',)",27556412,tt1486190,/m/0b_zp7m,tamara drewe,2010.0,"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",['United Kingdom'],0.625,10.0,6.0,['English'],12037973.0,4013954.0,0.3334410203445381,['United Kingdom'],Europe,1,1,1,0.13794235190038834
7069,"('United States of America', 'Canada')",20898157,tt0989757,/m/05b08zq,dear john,2010.0,"['Romantic drama', 'Romance Film', 'Film adaptation', 'Drama', 'War film']",['United States of America'],0.1,1.0,9.0,['English'],114984666.0,80014842.0,0.6958740220195969,"['United States of America', 'Canada']",North America,0,1,1,0.13794235190038834
4189,"('United Kingdom',)",4577264,tt0426627,/m/0c9qsk,stoned,2005.0,"['Biography', 'Historical fiction', 'Period piece', 'Drama', 'Music', 'Biographical film']",['United Kingdom'],0.3076923076923077,4.0,9.0,['English'],187160.0,59305.0,0.31686792049583246,['United Kingdom'],Europe,1,1,1,0.11766990042882075
2412,"('United States of America', 'Canada')",1737543,tt0403217,/m/05s4k0,last days,2005.0,"['LGBT', 'Biography', 'Indie', 'Musical', 'Drama', 'Music', 'Biographical film']",['United States of America'],0.2727272727272727,3.0,8.0,['English'],2456454.0,463080.0,0.1885156408383792,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
5223,"('United Kingdom',)",8008553,tt0056868,/m/026nc8x,billy liar,1963.0,"['Kitchen sink realism', 'Screwball comedy', 'Coming of age', 'Comedy', 'Fantasy', 'British New Wave']",['United Kingdom'],0.36363636363636365,4.0,7.0,['English'],29153.0,29066.0,0.9970157445202895,['United Kingdom'],Europe,1,1,1,0.028054917680554393
4200,"('United States of America', 'Canada')",4608223,tt0055614,/m/0ccd3x,west side story,1961.0,"['Crime Fiction', 'Musical', 'Drama', 'Romance Film', 'Musical Drama', 'Juvenile Delinquency Film']",['United States of America'],0.18181818181818182,2.0,9.0,"['English', 'Spanish']",44132334.0,44055492.0,0.9982588276432423,"['United States of America', 'Canada']",North America,0,2,1,0.027071130836456257
7607,"('United Kingdom',)",24811418,tt1311699,/m/09gn47r,dead man running,2009.0,"['Action/Adventure', 'Crime Thriller', 'Action', 'Thriller', 'Comedy']",['United Kingdom'],0.2857142857142857,2.0,5.0,[],735875.0,681354.0,0.9259099711228129,['United Kingdom'],Europe,1,0,1,0.12953272822862605
7177,"('United States of America', 'Canada')",21926710,tt0892904,/m/05p45cv,white on rice,2009.0,"['Romantic comedy', 'Romance Film', 'Comedy', 'Indie']",['United States of America'],0.5555555555555556,5.0,4.0,[],69171.0,69171.0,1.0,"['United States of America', 'Canada']",North America,0,0,1,0.12953272822862605
7162,"('France',)",21820843,tt1130993,/m/05p5_w5,le premier cercle,2009.0,"['Thriller', 'Action/Adventure', 'World cinema', 'Crime Thriller']",['France'],0.2,1.0,4.0,"['French', 'Italian', 'Armenian', 'English']",2322421.0,2196995.0,0.9459934266870649,['France'],Europe,1,4,1,0.14673865144805415
7550,"('United States of America', 'Canada')",24445186,tt1314228,/m/07ykh6y,did you hear about the morgans?,2009.0,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",['United States of America'],0.36363636363636365,4.0,7.0,"['Ukrainian', 'Italian', 'English', 'Spanish']",81195133.0,29580087.0,0.36430862179879675,"['United States of America', 'Canada']",North America,0,4,1,0.14673865144805415
6608,"('United Kingdom',)",17180952,tt1139319,/m/043qy23,a film with me in it,2008.0,"['Thriller', 'Black comedy', 'Mystery', 'Comedy', 'Indie']",['United Kingdom'],0.375,3.0,5.0,['English'],241216.0,137309.0,0.5692367007163703,['United Kingdom'],Europe,1,1,1,0.12950246950490452
5706,"('United States of America', 'Canada')",10542206,tt0880578,/m/02qh9tj,untraceable,2008.0,"['Thriller', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Thriller', 'Slasher']",['United States of America'],0.32,8.0,17.0,['English'],52933513.0,28687835.0,0.5419597788644785,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
8024,"('Czech Republic',)",28185021,tt0403436,/m/0cny2zm,panska jizda,2004.0,['Comedy'],['Czech Republic'],,,,['Czech'],527198.0,527198.0,1.0,['Czech Republic'],Europe,1,1,1,0.11393902414204478
793,"('United States of America', 'Canada')",422428,tt0359517,/m/026m09,johnson family vacation,2004.0,"['Road movie', 'Family Film', 'Comedy', 'Domestic Comedy']",['United States of America'],0.5333333333333333,8.0,7.0,['English'],31266640.0,31203964.0,0.9979954353905632,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
2831,"('Germany',)",2270032,tt0362804,/m/06_q1f,kleinruppin forever,2004.0,"['Romance Film', 'Comedy']",['Germany'],0.21052631578947367,4.0,15.0,['German'],639210.0,639210.0,1.0,['Germany'],Europe,1,1,1,0.11393902414204478
1426,"('United States of America', 'Canada')",871130,tt0350028,/m/03k9n0,raising helen,2004.0,"['Romantic comedy', 'Comedy-drama', 'Domestic Comedy', 'Drama', 'Comedy', 'Romance Film', 'Family Film']",['United States of America'],0.625,10.0,6.0,['English'],49610434.0,37486512.0,0.7556174977223541,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
4917,"('United Kingdom',)",6550586,tt0329767,/m/0g9wv5,wilbur wants to kill himself,2002.0,"['Romantic comedy', 'Melodrama', 'World cinema', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'Romantic drama', 'Romance Film']","['France', 'Denmark', 'United Kingdom', 'Sweden']",0.5,7.0,7.0,['English'],1873482.0,146681.0,0.07829325288420172,['United Kingdom'],Europe,1,1,4,0.1318404358347781
499,"('United Kingdom', 'Germany', 'France')",224487,tt0284837,/m/01gq0s,ali g indahouse,2002.0,"['Parody', 'Political satire', 'Gross-out film', 'Comedy', 'Political cinema', 'Gross out', 'Stoner film']","['United States of America', 'France', 'United Kingdom', 'Germany']",0.2727272727272727,3.0,8.0,['English'],23280529.0,17808059.0,0.7649336061049129,"['United Kingdom', 'Germany', 'France']",,0,1,4,0.1318404358347781
6935,"('United Kingdom',)",19820048,tt0974014,/m/04q95wz,creation,2009.0,"['Biographical film', 'Drama', 'Period piece']",['United Kingdom'],0.2857142857142857,2.0,5.0,['English'],2058675.0,1160359.0,0.5636436057172696,['United Kingdom'],Europe,1,1,1,0.13366608507984354
6348,"('United States of America', 'Canada')",14882944,tt0765010,/m/03h0byn,brothers,2009.0,"['Drama', 'Psychological thriller', 'War film']",['United States of America'],0.42857142857142855,6.0,8.0,['English'],43474578.0,28544157.0,0.6565712265223138,"['United States of America', 'Canada']",North America,0,1,1,0.13366608507984354
7179,"('United Kingdom',)",21950055,tt1171226,/m/05p66vm,a bunch of amateurs,2008.0,['Comedy'],['United Kingdom'],0.5,2.0,2.0,[],229959.0,56160.0,0.24421744745802512,['United Kingdom'],Europe,1,0,1,0.1254792158739273
6974,"('South Korea',)",20066312,tt6448236,/m/04yfpbs,out of my intention,2008.0,['Short Film'],['South Korea'],,,,[],2027.0,2027.0,1.0,['South Korea'],Asia,0,0,1,0.1254792158739273
2366,"('France',)",1688153,tt0310203,/m/05nj1z,tais-toi!,2003.0,"['Crime Fiction', 'Buddy film', 'Crime Comedy', 'Comedy', 'Chase Movie']",['France'],0.16666666666666666,1.0,5.0,['French'],27720972.0,21553290.0,0.7775084510023674,['France'],Europe,1,1,1,0.11031165084496192
1335,"('United States of America', 'Canada')",765310,tt0325537,/m/039lgd,head of state,2003.0,"['Political cinema', 'Political satire', 'Satire', 'Comedy']",['United States of America'],0.26666666666666666,4.0,11.0,['English'],38579582.0,38125247.0,0.9882234338360638,"['United States of America', 'Canada']",North America,0,1,1,0.11031165084496192
5492,"('Sweden',)",9291577,tt0875581,/m/05t106g,darling,2007.0,['Drama'],['Sweden'],0.0,0.0,1.0,['Swedish'],169627.0,169627.0,1.0,['Sweden'],Europe,1,1,1,0.12544976758228776
4370,"('United States of America', 'Canada')",5102319,tt0452702,/m/0d2qw8,vacancy,2007.0,"['Thriller', 'Horror', 'Psychological thriller']",['United States of America'],0.3333333333333333,3.0,6.0,['English'],35442935.0,19363565.0,0.5463307426430684,"['United States of America', 'Canada']",North America,0,1,1,0.12544976758228776
8636,"('United Kingdom',)",34356205,tt2124908,/m/0h_c64d,shut up and play the hits,2012.0,"['Music', 'Documentary']",['United Kingdom'],,,,['English'],629107.0,118773.0,0.18879618252538916,['United Kingdom'],Europe,1,1,1,0.14683949153258502
7831,"('India',)",26499399,tt1395025,/m/0bh7_m5,agent vinod,2012.0,['Action'],['India'],0.16666666666666666,1.0,5.0,['Hindi'],9520886.0,8159415.0,0.8570016487961309,['India'],Asia,0,1,1,0.14683949153258502
7657,"('France',)",25254215,tt0386858,/m/09ggs_s,bienvenue en suisse,2004.0,['Comedy'],['France'],0.0,0.0,1.0,['French'],939393.0,939393.0,1.0,['France'],Europe,1,1,1,0.11393902414204478
865,"('United States of America', 'Canada')",464883,tt0349825,/m/02crgz,miracle,2004.0,"['Sports', 'Period piece', 'Drama']",['United States of America'],0.07142857142857142,1.0,13.0,['English'],64445708.0,64378093.0,0.9989508222952567,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
5888,"('United Kingdom',)",11789084,tt0302436,/m/02rsdn1,to kill a king,2003.0,"['Period piece', 'Historical fiction', 'Drama', 'Political drama', 'War film']","['United Kingdom', 'Germany']",0.09090909090909091,1.0,10.0,['English'],567471.0,96766.0,0.1705214892038536,['United Kingdom'],Europe,1,1,2,0.11838406429737951
425,"('United States of America', 'Canada', 'Australia')",172577,tt0257568,/m/0177cx,kangaroo jack,2003.0,"['Crime Fiction', 'Animal Picture', 'Adventure Comedy', 'Comedy', 'Adventure']","['United States of America', 'Australia']",0.15384615384615385,2.0,11.0,['English'],86419801.0,69250447.0,0.8013261567218837,"['United States of America', 'Canada', 'Australia']",,0,1,2,0.11838406429737951
5540,"('Spain',)",9520953,tt0293654,/m/02phngc,todas las azafatas van al cielo,2002.0,"['Indie', 'World cinema', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","['Spain', 'Argentina']",0.5,4.0,4.0,['Spanish'],104241.0,77799.0,0.7463378133364031,['Spain'],Europe,1,1,2,0.11463348639386026
1557,"('United States of America', 'Canada', 'Australia')",956388,tt0271367,/m/03t6l4,eight legged freaks,2002.0,"['Natural horror films', 'Science Fiction', 'Horror', 'Comedy', 'Monster', 'B-movie', 'Horror Comedy']","['United States of America', 'Australia']",0.23529411764705882,4.0,13.0,['English'],34992732.0,18314858.0,0.5233903428860599,"['United States of America', 'Canada', 'Australia']",,0,1,2,0.11463348639386026
2330,"('Switzerland',)",1659846,tt0372237,/m/05ldk6,guess who,2005.0,"['Romantic comedy', 'Romance Film', 'Comedy of manners', 'Comedy', 'Domestic Comedy']",['Switzerland'],0.5,7.0,7.0,['English'],103121466.0,344992.0,0.0033454916166533164,['Switzerland'],Europe,1,1,1,0.11766990042882075
2837,"('United States of America', 'Canada')",2273984,tt0427944,/m/06__m6,thank you for smoking,2005.0,"['Parody', 'Indie', 'Comedy-drama', 'Political satire', 'Satire', 'Drama', 'Comedy', 'Film adaptation', 'Political cinema', 'Black comedy']",['United States of America'],0.35,7.0,13.0,['English'],39199781.0,24793509.0,0.6324910080492542,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
8049,"('Czech Republic',)",28330235,tt1331327,/m/0cnzhny,snezenky a machri po 25 letech,2008.0,['Comedy film'],['Czech Republic'],,,,['Czech'],2623907.0,2394667.0,0.9126340986932845,['Czech Republic'],Europe,1,1,1,0.12950246950490452
4507,"('United States of America', 'Canada')",5451497,tt0489282,/m/0dmh22,strange wilderness,2008.0,"['Stoner film', 'Adventure Comedy', 'Comedy', 'Adventure']",['United States of America'],0.21052631578947367,4.0,15.0,['English'],6964734.0,6575282.0,0.9440822865596877,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
6299,"('United Kingdom',)",14449583,tt0403267,/m/03d3x3v,snuff-movie,2005.0,['Horror'],"['United States of America', 'Romania', 'United Kingdom']",0.3,3.0,7.0,['English'],1142.0,1142.0,1.0,['United Kingdom'],Europe,1,1,3,0.135262995817744
1856,"('United States of America', 'Canada', 'United Kingdom', 'France')",1194710,tt0421054,/m/04g9gd,domino,2005.0,"['Crime Fiction', 'Thriller', 'Biography', 'Action/Adventure', 'Drama', 'Comedy', 'Biographical film', 'Action']","['France', 'United States of America', 'United Kingdom']",0.4,6.0,9.0,['English'],22944502.0,13516608.0,0.5891000815794564,"['United States of America', 'Canada', 'United Kingdom', 'France']",,0,1,3,0.135262995817744
8594,"('Czech Republic',)",33837037,tt0357058,/m/0gm5mgq,pupendo,2003.0,"['Family Film', 'Drama', 'Comedy']",['Czech Republic'],0.2857142857142857,2.0,5.0,['Czech'],3043257.0,3043257.0,1.0,['Czech Republic'],Europe,1,1,1,0.11031165084496192
533,"('United States of America', 'Canada')",237303,tt0315327,/m/01jft4,bruce almighty,2003.0,"['Heavenly Comedy', 'Drama', 'Comedy', 'Fantasy', 'Fantasy Comedy', 'Religious Film']",['United States of America'],0.38461538461538464,5.0,8.0,['English'],427171068.0,242829261.0,0.568459053505,"['United States of America', 'Canada']",North America,0,1,1,0.11031165084496192
8066,"('Poland',)",28499316,tt1087638,/m/0crfc31,ranczo wilkowyje,2007.0,['Comedy film'],['Poland'],,,,"['Polish', 'English']",2240641.0,2240641.0,1.0,['Poland'],Europe,1,2,1,0.1294722167982476
2601,"('United States of America', 'Canada')",2016450,tt0444682,/m/06f9k_,the reaping,2007.0,"['Thriller', 'Horror']",['United States of America'],0.36363636363636365,4.0,7.0,"['English', 'Spanish']",60803225.0,25126214.0,0.4132381793893334,"['United States of America', 'Canada']",North America,0,2,1,0.1294722167982476
5309,"('United Kingdom',)",8499221,tt0915463,/m/0275n7q,jackboots on whitehall,2010.0,"['Parody', 'Animation', 'Action/Adventure', 'Satire', 'Comedy', 'War film', 'Political cinema', 'Action']",['United Kingdom'],0.13333333333333333,2.0,13.0,['English'],20776.0,7526.0,0.3622448979591837,['United Kingdom'],Europe,1,1,1,0.13794235190038834
7295,"('United States of America', 'Canada')",22805715,tt1396221,/m/06428b5,passion play,2010.0,"['Thriller', 'Indie', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film']",['United States of America'],0.3333333333333333,6.0,12.0,['English'],25603.0,3669.0,0.14330351911885325,"['United States of America', 'Canada']",North America,0,1,1,0.13794235190038834
2328,"('Switzerland',)",1659846,tt0372237,/m/05ldk6,guess who,2005.0,"['Romantic comedy', 'Romance Film', 'Comedy of manners', 'Comedy', 'Domestic Comedy']",['Switzerland'],0.5,7.0,7.0,['English'],103121466.0,344992.0,0.0033454916166533164,['Switzerland'],Europe,1,1,1,0.11766990042882075
2876,"('United States of America', 'Canada')",2318313,tt0380623,/m/073ds8,the perfect man,2005.0,"['Romantic comedy', 'Romance Film', 'Family Film', 'Comedy']",['United States of America'],0.5333333333333333,8.0,7.0,['English'],19648684.0,16535005.0,0.8415324405441097,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
6940,"('France',)",19841894,tt0940580,/m/04q2kf9,afterwards,2008.0,"['Thriller', 'Mystery', 'Psychological thriller', 'World cinema', 'Supernatural']","['France', 'Canada', 'Germany']",0.42857142857142855,3.0,4.0,"['French', 'English']",3303966.0,2332825.0,0.7060681011850606,['France'],Europe,1,2,3,0.1532006284765129
2118,"('France', 'Belgium')",1429988,tt1130988,/m/04n7gf2,jcvd,2008.0,"['Crime Fiction', 'Parody', 'Crime Comedy', 'Indie', 'World cinema', 'Action/Adventure', 'Drama', 'Comedy', 'Action']","['France', 'Belgium', 'Luxembourg']",0.0,0.0,5.0,"['French', 'English']",2342211.0,1679656.0,0.7171241190481985,"['France', 'Belgium']",,0,2,3,0.1532006284765129
7537,"('Norway',)",24368825,tt0948544,/m/07s8s9q,deusynlige,2008.0,"['Drama', 'World cinema']",['Norway'],0.625,5.0,3.0,['Norwegian'],1232102.0,1124174.0,0.912403356215638,['Norway'],Europe,1,1,1,0.12950246950490452
4988,"('United States of America', 'Canada')",6855079,tt0834541,/m/0gsrjz,sherman's way,2008.0,"['Road movie', 'Drama', 'Indie', 'Comedy']",['United States of America'],0.3333333333333333,3.0,6.0,['English'],13282.0,13282.0,1.0,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
7099,"('United Kingdom',)",21186389,tt1361558,/m/05b_3pl,iron maiden: flight 666,2009.0,"['Music', 'Documentary']","['Canada', 'United Kingdom']",,,,['English'],233193.0,123886.0,0.5312595146509543,['United Kingdom'],Europe,1,1,2,0.14317250954996322
6492,"('United States of America', 'Canada')",16055802,tt1179891,/m/03qmt28,my bloody valentine,2009.0,"['Thriller', 'Horror', 'Slasher']","['United States of America', 'Canada']",0.3333333333333333,4.0,8.0,['English'],100734718.0,51545952.0,0.5116999682274387,"['United States of America', 'Canada']",North America,0,1,2,0.14317250954996322
6581,"('United Kingdom',)",16957895,tt0961728,/m/04lq8j6,the escapist,2008.0,"['Thriller', 'Crime Fiction', 'Indie', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']","['Ireland', 'United Kingdom']",0.0,0.0,9.0,['English'],388174.0,283656.0,0.7307444599586783,['United Kingdom'],Europe,1,1,2,0.13876020399905115
5474,"('Australia',)",9183822,tt0865297,/m/027_htd,the black balloon,2008.0,"['Drama', 'Family Drama', 'Coming of age', 'Indie', 'World cinema']","['Australia', 'New Zealand']",0.2857142857142857,2.0,5.0,['English'],2136663.0,2105473.0,0.9854024710494823,['Australia'],Oceania,0,1,2,0.13876020399905115
7120,"('United Kingdom',)",21423623,tt1319694,/m/07l4zkd,glorious 39,2009.0,"['Crime Fiction', 'Thriller', 'Indie', 'Family Drama', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']",['United Kingdom'],0.3076923076923077,4.0,9.0,['English'],182253.0,138787.0,0.7615073551601346,['United Kingdom'],Europe,1,1,1,0.13366608507984354
6295,"('United States of America', 'Canada')",14421091,tt0450405,/m/0270k40,cirque du freak: the vampire's assistant,2009.0,"['Thriller', 'Horror', 'Creature Film', 'Action/Adventure', 'Fantasy', ""Children's Fantasy""]",['United States of America'],0.3684210526315789,7.0,12.0,['English'],39291383.0,13869515.0,0.35299126528582614,"['United States of America', 'Canada']",North America,0,1,1,0.13366608507984354
